source_key,source_id,source_kind,source_category,publisher_th,source_url,source_url_precision,provenance_status,local_path,local_file_sha256,upstream_document_sha256,used_by_hash_datasets
128f8e98e4d583cb3020595ea7b85ef0630b2f948202fe0e76842ace89b1c5b9,document-bma-district-public-works-manual-2568-pdf,official_document,official_district_operating_manual,กรุงเทพมหานคร,https://webportal.bangkok.go.th/public/user_files_editor/68/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%87%E0%B8%B2%E0%B8%99%2068/%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B2.pdf,exact_document_url,content_hash_captured_pending_legal_review,,,e1c1a311a8b6f302844b6e1eac862bd9131f4c9f3de55d7fbf90b6ffc34c9997,"[""evidence-data-source-registry"",""evidence-sop-process"",""evidence-district-office-flood-process""]"
a4ff3b42a52bb6841a974460ce8917287ef3b45eb07c7590a74316c9ced3d0fb,document-bma-flood-action-plan-2569-pdf,official_document,official_operational_plan,สำนักการระบายน้ำ กรุงเทพมหานคร,https://dds.bangkok.go.th/content/doc_download_count.php?id=11290,exact_document_url,content_hash_captured_pending_legal_review,,,9f0e54addb0c11e17c249166cd738cf4bf1b671a4acfcff32d4bf8dbe85044c2,"[""evidence-data-source-registry"",""evidence-mission-duty"",""evidence-sop-process"",""evidence-district-office-flood-process""]"
6b98608e06df7e0fd34aa5e44d65ae7ec3ca673214a686900c7307dbff136e0f,document-bma-integrated-flood-inspection-report-2566-pdf,official_document,official_flood_readiness_inspection_report,คณะผู้ตรวจราชการกรุงเทพมหานคร และกองงานผู้ตรวจราชการ สำนักปลัดกรุงเทพมหานคร,https://webportal.bangkok.go.th/public/user_files_editor/312/Documents/Report_256602.pdf,exact_document_url,content_hash_captured_pending_legal_review,,,d8eb3966d3e4057a243d51fa0fb286c07cb0a77b0bf83bba834067abfd891831,"[""evidence-data-source-registry""]"
b6f99f69d64c592d1ffda88100e49d40c0d44e5dce5f3047c4a92e08153e4b85,document-dds-flood-prevention-operations-manual-pdf,official_document,official_operating_manual,สำนักการระบายน้ำ กรุงเทพมหานคร,https://officialadmin.bangkok.go.th/public/upload_fm/ITA/O13/O13_19_2%20%E0%B8%94%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9B%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B9%84%E0%B8%82%E0%B8%9B%E0%B8%B1%E0%B8%8D%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%97%E0%B9%88%E0%B8%A7%E0%B8%A1.pdf,exact_document_url,content_hash_captured_pending_legal_review,,,ece17321a885c2266fb60321d499d40c0ff9170b7e1f54ae2644d7707c295b43,"[""evidence-data-source-registry"",""evidence-sop-process""]"
586e7c620825bc23b07a792ce6a3001465a4f189d6335536dd4e70e0ee44d570,legal-authority-bma-administration-act-2528-consolidated,checked_in_official_legal_document,consolidated_act_copy,สำนักงานกฎหมายและคดี กรุงเทพมหานคร,https://webportal.bangkok.go.th/upload/user/00000121/File2020/lawHeadPDF.pdf,exact_official_document_url,official_copy_checked_in_pending_gazette_currency_and_legal_review,data/responsibility/legal_authority/raw/bma_administration_act_2528_consolidated.pdf,f2612d70bd6df8d12b66adc4e0c32eba628e0ac77d86dd480486a3ba603e8219,f2612d70bd6df8d12b66adc4e0c32eba628e0ac77d86dd480486a3ba603e8219,"[""legal-authority-source-registry"",""legal-authority-provisions"",""legal-authority-district-candidates""]"
751f9869ffc3a2816f431dbcc3ac5a7fbc46de24c20f96efcd7f53492e1e7992,legal-authority-disaster-prevention-act-2550,checked_in_official_legal_document,act,สำนักงานกฎหมายและคดี กรุงเทพมหานคร,https://webportal.bangkok.go.th/upload/user/00000121/File2020/fire-2.pdf,exact_official_document_url,official_copy_checked_in_pending_gazette_currency_and_legal_review,data/responsibility/legal_authority/raw/disaster_prevention_act_2550.pdf,496ba630e7d6fc77f185e2abd5c929836aeb112a8e059e8a5cace87fac37c9db,496ba630e7d6fc77f185e2abd5c929836aeb112a8e059e8a5cace87fac37c9db,"[""legal-authority-source-registry"",""legal-authority-provisions"",""legal-authority-district-candidates""]"
491746ca86f08e243ec574075621971febcaf55c1012859f0d15d8773d11d8b9,local-canals,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmagis.bangkok.go.th/portal/sharing/rest/content/items/3915f994743647fe899ab4944dc0e2c6?f=pjson,exact_item_candidate_not_verified_export,partial_exact_item_candidate_missing_matching_export_hash_and_formal_license,data/geojson/canals.geojson,a71ba1b7ac3fc458e11ad83fbdb770bbf7854b6f95401709b0cd67654835521d,,"[""candidate-responsibility-assignments""]"
2601ed85429db83f9095618bf7cc0662b9b07f558d326128878d1970741cd855,local-districts,checked_in_normalized_dataset,administrative_boundary,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/districts.geojson,985e567ea3f852e3bd63e05beecc519ec796d2cbabe4bca30c70c938f96638b8,,"[""candidate-responsibility-assignments""]"
65b058dc48a380f6168e3803e922e3ba665ee721c184bc97a154ff0816f812fd,local-floodgates,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/floodgates.geojson,9466882e63c22a71a0901fec57700e04016a5f91131838610bce07756e2c9fd5,,"[""candidate-responsibility-assignments""]"
bb30b3d2fa81801bfa65de5a552647d44bb864088ecea7c508ff2419c8266080,local-official_risk_point,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/expo473.geojson,548961b0c13f0f17afdc40f1b48a13581bfa42c683b7373ca657bfe016c5d96b,,"[""candidate-responsibility-assignments""]"
a719edb8166493ea2938b2de5f97bc84341f098672bc8b38dec1846d155f2af6,local-pipejack,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/pipejack.geojson,d4093d292f39abcf748b92775d810fe78c8b4d397002b601bcc93c83780c7784,,"[""candidate-responsibility-assignments""]"
40f5e42343aff9eac8ebc0297f2cfbbf112cb4985b4329f29e32f4c8e1c3a6e6,local-protection,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/protection.geojson,89582b506d2d4dae82ff2beff8644d21420526b3b982cb4f0419a7f1c8d33b15,,"[""candidate-responsibility-assignments""]"
9e44cd083841a8a2cf7ff04c4a5f485a2672c0f9801301eea031efe367608f9d,local-pumpstations,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/pumpstations.geojson,046c33b2919f75b8f8445378015ca04c8a223d169a5423d56b34536c46d4533e,,"[""candidate-responsibility-assignments""]"
d63217a1c1236f5661c230dd6eaea6a2f3b1ca16e20162a8eda1cdbf1608d201,local-road_flood_sensor,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/roadflood.geojson,432877a58720002b7cc8c9a79863272f0ff3d47e78781880dd7b1616a49e91b4,,"[""candidate-responsibility-assignments""]"
2a1e87c98dba1bfc0ab9ef90ccb811143d8a498c82b26f41aadaf2dfcd92c5b9,local-sumps,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/sumps.geojson,4102116ee3c29ce182ac51864a93505131dd4a40334928704a44e04e6cb58b60,,"[""candidate-responsibility-assignments""]"
d0a10599b6c525d46815e38b81207c671776569b079701ec3d32495e42ac20f6,local-tunnels,checked_in_normalized_dataset,bma_spatial_operational_data,กรุงเทพมหานคร,https://bmasedgis.bangkok.go.th/,generic_portal_missing_export_url,incomplete_missing_exact_export_url_fetch_time_version_and_license,data/geojson/tunnels.geojson,eb4fd1a11a843c652d4a30598ee2e38583846a3027da94a69058b16a52b3f680,,"[""candidate-responsibility-assignments""]"
b8189421bf016e218e44367d782e101c0745e88eb015e0955b2cc740a18fcaba,local-water_level_station,checked_in_normalized_dataset,water_telemetry_snapshot,กรุงเทพมหานคร,https://weather.bangkok.go.th/water/PageMap/GoogleMap,exact_endpoint,partial_missing_raw_response_hash,water-data/water_latest_geojson.json,ac24d159debcacd50ac1130636da539b4a26d0c02afbffda55bf73ff1f528b2e,,"[""candidate-responsibility-assignments""]"
aff7ecb4b7f1e1ebd74723d211d9a66c87599992f583fabea8eac55130e1ffa8,web-bma-disaster-plan-2564-2570,official_web_reference,official_disaster_plan,กรุงเทพมหานคร,https://budget.bangkok.go.th/main/topic.php?topic_id=3151,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference""]"
47a31cef53e0ecd97585b4e9232ce4b14e7025e86c55a920f75f2bab6589d694,web-bma-district-public-works-duties,official_web_reference,official_district_operational_mandate,กรุงเทพมหานคร,https://webportal.bangkok.go.th/pranakorn/page/sub/2846/,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference""]"
f0abbdf440bc62df55b73792897cee0c35d2a055a8a6a00d8def60e4abf909c6,web-bma-flood-plan-2569,official_web_reference,official_operational_plan,กรุงเทพมหานคร,https://dds.bangkok.go.th/content/doc3/index.php,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference""]"
eaa537d79d25c8388be1e68d12e4e2db11719811f0eedfff67ffbbb9585328f1,web-bma-organization-authority-index,official_web_reference,official_legal_document_index,กรุงเทพมหานคร,https://webportal.bangkok.go.th/law/page/sub/22566,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference""]"
4181470d7b821ed0af50585675201061311f0ec576a4669d66d6c0c6ff0066c5,web-dds-canal-division-duties,official_web_reference,official_operational_mandate,กรุงเทพมหานคร,https://dds.bangkok.go.th/about2_7.php,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference"",""candidate-agency-service-area"",""candidate-agency-incident-capability""]"
c0ea2e5d22e00c25d92234542fe435673f9046714e550dff50b7422f08b9a41f,web-dds-official-duties,official_web_reference,official_operational_mandate,กรุงเทพมหานคร,https://dds.bangkok.go.th/about3.php,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference""]"
e547c17707ffb5e009971b83b63376529886c9330f9594495fc79b6f0238e4ea,web-dds-pipe-division-duties,official_web_reference,official_operational_mandate,กรุงเทพมหานคร,https://dds.bangkok.go.th/about2_6.php,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference"",""candidate-agency-service-area"",""candidate-agency-incident-capability""]"
39191581fcfb681772928f71bdbd0b173823834b1df9603557cc07cbc3c739b0,web-dds-water-control-duties,official_web_reference,official_operational_mandate,กรุงเทพมหานคร,https://dds.bangkok.go.th/about2_5.php,exact_reference_url,reference_identity_only,,,,"[""candidate-legal-reference""]"
